MODEL ID,MODEL NAME
27264,CC_CCSWAT2
26572,CC_CERBEROUS1
26573,CC_CERBEROUS2
26574,CC_CERBEROUS3
26575,CC_CERBEROUS4
26576,CC_HOOD1
26577,CC_HOOD2
26578,CC_HOOD3
26579,CC_HOOD4
26580,CC_HOOD5
26581,CC_HOOD6
26582,CC_HOOD7
26583,CC_HOOD8
26584,CC_HOOD9
26585,CC_HOSTAGE1
26586,CC_HOSTAGE2
26587,CC_HOSTAGE3
26588,CC_HOSTAGE4
26589,CC_INOCENTZ1
26590,CC_INOCENTZ2
26591,CC_INOCENTZ3
26592,CC_INOCENTZ4
26593,CC_INOCENTZ5
26594,CC_INOCENTZ6
26595,CC_INOCENTZ7
26596,CC_INOCENTZ8
26597,CC_INOCENTZ9
26598,CC_JOURNALIST
26599,CC_MONKEY
26600,CC_PIGGSY
26601,CC_RAMIREZ
26602,CC_SKINZ1
26603,CC_SKINZ2
26604,CC_SKINZ3
26605,CC_SKINZ4
26606,CC_SKINZ5
26607,CC_SKINZ6
26608,CC_SKINZ7
26609,CC_SKINZ8
26610,CC_SKINZ9
26611,CC_SMILEY1
26612,CC_SMILEY2
26613,CC_SMILEY3
26614,CC_SMILEY4
26615,CC_SMILEY5
26616,CC_SMILEY6
26617,CC_SMILEY7
26618,CC_SMILEY8
26619,CC_SMILEY9
26620,CC_STARKWEATHER
26621,CC_SWAT
26622,CC_TRMP
26623,CC_TRUMP
26624,CC_WARDOG1
26625,CC_WARDOG2
26626,CC_WARDOG3
26627,CC_WARDOG4
26628,CC_WARDOG5
26629,CC_WARDOG6
26630,CC_WARDOG7
26631,CC_WARDOG8
26632,CC_ZOMBIE
27073,CCNEWS
26947,ccpdh1
26927,ccpdm1
292,CESAR
299,CLAUDE
27074,CMNEWS
26948,cmpdh1
190,COPGRL3
194,CROGRL3
283,csher
26949,csherh1
26928,csherm1
310,csherna
196,CWFOFR
197,CWFOHB
198,CWFYFR1
199,CWFYFR2
157,CWFYHB
158,CWMOFR
159,CWMOHB1
160,CWMOHB2
161,CWMYFR
162,CWMYHB1
200,CWMYHB2
121,DNB1
122,DNB2
123,DNB3
129,DNFOLC1
130,DNFOLC2
131,DNFYLC
132,DNMOLC1
133,DNMOLC2
128,DNMYLC
288,dsher
26950,dsherh1
26939,dsherm1
311,dsherna
27075,DUN_GENERAL
27076,DUN_GUARD
27077,DUN_RUN1
27078,DUN_RUN2
27079,DUN_RUN3
27080,DUN_RUN4
27081,DUN_SHIRT1
27082,DUN_SHIRT2
27083,DUN_SHIRT3
27084,DUN_SHIRT4
27085,DUN_SOLDIER1
27086,DUN_SOLDIER2
27087,DUN_WOMAN
31,DWFOLC
151,DWFYLC1
201,DWFYLC2
32,DWMOLC1
33,DWMOLC2
34,DWMYLC1
202,DWMYLC2
6,EMMET
105,FAM1
106,FAM2
107,FAM3
286,fbi
195,GANGRL3
191,GUNGRL3
258,HECK1
259,HECK2
38,HFORI
39,HFOST
140,HFYBE
64,HFYPRO
40,HFYRI
41,HFYST
35,HMOGAR
43,HMORI
44,HMOST
45,HMYBE
146,HMYCM
47,HMYCR
30,HMYDRUG
46,HMYRI
48,HMYST
8,JANITOR
42,JETHRO
296,JIZZY
65,KENDL
274,laemt1
277,lafd1
280,lapd1
26951,lapdh1
284,lapdm1
300,lapdna
303,lapdpc
304,lapdpd
26449,LC_8BALL
26450,LC_8BALLPRISON
26451,LC_AM
26452,LC_ARMY
26453,LC_ASUKA
26454,LC_B_MAN1
26455,LC_B_MAN2
26456,LC_B_MAN3
26457,LC_B_WOM1
26458,LC_B_WOM2
26459,LC_B_WOM3
26460,LC_BOMBER
27329,LC_BUSKER1
27330,LC_BUSKER2
27331,LC_BUSKER3
27332,LC_BUSKER4
27318,LC_BUTLER
26461,LC_CABBIEDRV
26462,LC_CAS_MAN
26463,LC_CAS_WOM
26464,LC_CAT
26465,LC_CHUNKY
26466,LC_CLAUDE
26467,LC_CLAUDE2
26468,LC_CLAUDEPRISON
26469,LC_COL1
26470,LC_COL2
26471,LC_COL3
26472,LC_COLROB
26473,LC_CONST1
26474,LC_CONST2
26475,LC_COP
27319,LC_COP2
26476,LC_CRIMINAL01
26477,LC_CRIMINAL02
26478,LC_CT_MAN1
26479,LC_CT_MAN2
26480,LC_CT_WOM1
26481,LC_CT_WOM2
26482,LC_CURLY
27320,LC_DARKEL
26483,LC_DEALER
26484,LC_DOCKER1
26485,LC_DOCKER2
27321,LC_DONKY
26486,LC_FAN_MAN1
26487,LC_FAN_MAN2
26488,LC_FAN_WOM
26489,LC_FATFEMALE01
26490,LC_FATFEMALE02
26491,LC_FATMALE01
26492,LC_FATMALE02
26493,LC_FBI
26494,LC_FEMALE01
26495,LC_FEMALE02
26496,LC_FEMALE03
26497,LC_FIREMAN
26498,LC_G_COLUMB01
26499,LC_G_COLUMB02
26500,LC_G_DIABLO01
26501,LC_G_DIABLO02
26502,LC_G_LEONE01
26503,LC_G_LEONE02
26504,LC_G_TRIAD01
26505,LC_G_TRIAD02
26506,LC_G_YAKUZA01
26507,LC_G_YAKUZA02
26508,LC_G_YARDIE01
26509,LC_G_YARDIE02
26510,LC_GOON
26511,LC_HOODS01
26512,LC_HOODS02
26513,LC_HOS_MAN
26514,LC_HOS_WOM
26515,LC_JOEY
26516,LC_JOEY2
26517,LC_KEEPER
26518,LC_KENJI
26519,LC_LI_MAN1
26520,LC_LI_MAN2
26521,LC_LI_WOM1
26522,LC_LI_WOM2
26523,LC_LIPS
26524,LC_LOVE
26525,LC_LOVE2
26526,LC_LUIGI
26527,LC_MALE01
26528,LC_MALE02
26529,LC_MALE03
27316,LC_MARIA
26530,LC_MEDIC
26531,LC_MICKY
26532,LC_MIGUEL
26533,LC_MISTY
26534,LC_MOD_MAN
26535,LC_MOD_WOM
27317,LC_NOVY
26536,LC_OJG
26538,LC_OJG2
26537,LC_OJG_P
26539,LC_P_MAN1
26540,LC_P_MAN2
26541,LC_P_WOM1
26542,LC_P_WOM2
26543,LC_PIMP
26544,LC_PROSTITUTE
26545,LC_PROSTITUTE02
26546,LC_RAY
26547,LC_ROBBER
26548,LC_S_GUARD
26549,LC_SALVATORE
26550,LC_SCUM_MAN
26551,LC_SCUM_WOM
26552,LC_SHOPPER01
26553,LC_SHOPPER02
26554,LC_SHOPPER03
26555,LC_ST_MAN
26556,LC_ST_WOM
26557,LC_STUD_MAN
26558,LC_STUD_WOM
26559,LC_SWAT
26560,LC_TANNER
26561,LC_TONY
26562,LC_WORKER1
26563,LC_WORKER2
27088,LCNEWS
26952,lcpdh1
26925,lcpdm1
27271,LCS_ARMY
27272,LCS_B_MAN1
27273,LCS_B_MAN2
27274,LCS_B_MAN3
27275,LCS_B_WOM1
27276,LCS_B_WOM2
27313,LCS_B_WOM3
27277,LCS_BABY
26176,LCS_BIKER01
26177,LCS_BIKER02
26178,LCS_BIKER03
26179,LCS_BIKER04
27278,LCS_BUGFOUND
27265,LCS_CAMP_MAN
27266,LCS_CAMP_WOM
27279,LCS_CAS_MAN
26180,LCS_CAS_WOM
27315,LCS_CASA
27280,LCS_CHAUFF
26181,LCS_COLUMBIAN01
26182,LCS_COLUMBIAN02
26183,LCS_CONST1
26184,LCS_CONST2
27267,LCS_COP
26185,LCS_CRIMINAL01
26186,LCS_CRIMINAL02
26187,LCS_CSCHERYL
26188,LCS_CSGIMP
26189,LCS_CSGUARD
26190,LCS_CSHOBO
26191,LCS_CSKAS
26192,LCS_CSLOVE
26193,LCS_CSMAC
26194,LCS_CSMAR
26195,LCS_CSMARB
26196,LCS_CSRAY
26197,LCS_CSSAL
26198,LCS_CSSALP
26199,LCS_CSTOOL
26200,LCS_CSUNCLE
26201,LCS_CSVINC
26202,LCS_CT_MAN1
26203,LCS_CT_MAN2
26204,LCS_CT_WOM1
26205,LCS_CT_WOM2
26206,LCS_DELIASS
26207,LCS_DIABLO01
26208,LCS_DIABLO02
26209,LCS_DOCKER1
26210,LCS_DOCKER2
26211,LCS_DONOVAN
27281,LCS_EIGHT
26212,LCS_FAN_MAN1
26213,LCS_FAN_MAN2
26214,LCS_FAN_WOM
26215,LCS_FATFEMALE01
26216,LCS_FATFEMALE02
26217,LCS_FATMALE01
26218,LCS_FATMALE02
27268,LCS_FBI
26219,LCS_FEMALE01
26220,LCS_FEMALE02
26221,LCS_FEMALE03
26222,LCS_FIREMAN
26223,LCS_FORELLI1
26224,LCS_FORELLI2
26225,LCS_GRDANG1
26226,LCS_GRDANG2
27282,LCS_GRDANG3
27283,LCS_GREASE
26227,LCS_GUN_ASS
27284,LCS_HITMAN
26228,LCS_HOLEJOG
27285,LCS_HOODS01
27286,LCS_HOODS02
26229,LCS_HOPPER
26230,LCS_HOS_MAN
26231,LCS_HOS_WOM
27287,LCS_JDMADE
26232,LCS_KAZUKI
26233,LCS_LEONE01
26234,LCS_LEONE02
26235,LCS_LI_MAN1
26236,LCS_LI_MAN2
26237,LCS_LI_WOM1
26238,LCS_LI_WOM2
26239,LCS_M_HOLE
26240,LCS_MALE01
26241,LCS_MALE02
26242,LCS_MALE03
26243,LCS_MASTOR
27269,LCS_MEDIC
26244,LCS_MICKEYH
26245,LCS_MIGUEL
26246,LCS_MOD_MAN
26247,LCS_MOD_WOM
26248,LCS_NED_01
26249,LCS_P_MAN1
26250,LCS_P_MAN2
26251,LCS_P_WOM1
26252,LCS_P_WOM2
26253,LCS_PAULIE
26254,LCS_PHIL
26255,LCS_PIMP
26256,LCS_PMAN2
26257,LCS_PROSTITUTE
26258,LCS_PROSTITUTE2
26259,LCS_SCUM_MAN
26260,LCS_SCUM_WOM
26261,LCS_SHOPPER1
26262,LCS_SHOPPER2
26263,LCS_SHOPPER3
26264,LCS_SINDACCO01
26265,LCS_SINDACCO02
26266,LCS_SINDACCO03
26267,LCS_ST_MAN
26268,LCS_ST_WOM
26269,LCS_STUD_MAN
26270,LCS_STUD_WOM
27270,LCS_SWAT
26271,LCS_TAXI_D
26272,LCS_THUG_01
26273,LCS_THUG_02
27288,LCS_TONI1
27297,LCS_TONI10
27298,LCS_TONI11
27299,LCS_TONI12
27300,LCS_TONI13
27301,LCS_TONI14
27302,LCS_TONI15
27303,LCS_TONI16
27289,LCS_TONI2
27290,LCS_TONI3
27291,LCS_TONI4
27292,LCS_TONI5
27293,LCS_TONI6
27294,LCS_TONI7
27295,LCS_TONI8
27296,LCS_TONI9
27304,LCS_TONIBETA1
27305,LCS_TONIBETA2
27306,LCS_TONIBETA3
27307,LCS_TONIBETA4
27308,LCS_TRIAD1
27309,LCS_TRIAD2
27314,LCS_WKAS
26274,LCS_WOM3
26275,LCS_WORKER1
26276,LCS_WORKER2
26277,LCS_YAKUZA01
26278,LCS_YAKUZA02
27310,LCS_YARDIE01
27311,LCS_YARDIE02
27312,LCS_YARDIE03
108,LSV1
109,LSV2
110,LSV3
275,lvemt1
278,lvfd1
282,lvpd1
26953,lvpdh1
26931,lvpdm1
302,lvpdna
305,lvpdpc
2,MACCER
297,MADDOGG
113,MAFBOSS
111,MAFFA
112,MAFFB
7,male01
192,MECGRL3
27089,MH2_BLOOD1
27090,MH2_BLOOD2
27091,MH2_BLOOD3
27092,MH2_BLOOD4
27093,MH2_BUM1
27094,MH2_BUM2
27095,MH2_BUMKINS1
27096,MH2_BUMKINS2
27097,MH2_BUMKINS3
27098,MH2_COP1
27099,MH2_COP2
27100,MH2_COPBIKER
27101,MH2_DANNY
27102,MH2_DANNY2
27103,MH2_DANNYBLOOD
27104,MH2_DOC
27105,MH2_DRWHITE
27106,MH2_HOOKER1
27107,MH2_HOOKER2
27108,MH2_HOOKER3
27109,MH2_INSANE1
27110,MH2_INSANE2
27111,MH2_JOHNA
27112,MH2_JOHNB
27113,MH2_JUDY
27114,MH2_LEG1
27115,MH2_LEG2
27116,MH2_LEG3
27117,MH2_LEO
27118,MH2_LEO2
27119,MH2_LEOBLOODY
27120,MH2_MECH1
27121,MH2_MECH2
27122,MH2_MICHAEL
27123,MH2_ORD1
27124,MH2_ORD2
27125,MH2_ORD3
27127,MH2_PARAMEDIC
27128,MH2_PERV1
27129,MH2_PERV2
27130,MH2_PERV3
27131,MH2_PERV4
27132,MH2_PERV5
27133,MH2_PERV6
27134,MH2_PERVCAT
27135,MH2_PERVGIMP
27136,MH2_PERVHORSE
27137,MH2_PERVJANITOR
27138,MH2_PERVPIGGSY
27139,MH2_PERVPISS
27140,MH2_PERVUNICORN
27141,MH2_PERVVAMP
27142,MH2_PICKMAN
27143,MH2_PM1
27144,MH2_PM2
27145,MH2_PM3
27146,MH2_PM4
27147,MH2_RK1
27148,MH2_RK2
27149,MH2_RK3
27150,MH2_RK4
27151,MH2_SCARECROW
27152,MH2_SLP
27153,MH2_SLP2
27154,MH2_SLP3
27155,MH2_SURGEON
27156,MH2_SWAT1
27157,MH2_SWAT2
27158,MH2_SWAT3
27159,MH2_SWAT4
27160,MH2_VICTIM
27161,MH2_WATCHDOGS1
27162,MH2_WATCHDOGS2
27163,MH2_WATCHDOGS3
27164,MH2_WATCHDOGS4
27165,MH2_WATCHDOGS5
27166,MH2_WATCHDOGS6
27167,MH2_WIFE
26794,MW_ARMY
26795,MW_BFOH
26796,MW_BFYAPRO
26797,MW_BFYBE2
26798,MW_BFYBUW
26799,MW_BFYBUW2
26800,MW_BFYDCG
26801,MW_BFYPIRI
26802,MW_BFYSGW
26803,MW_BIKER01
26804,MW_BIKER02
26805,MW_BIKER03
26806,MW_BMORH
26807,MW_BMYAG
26808,MW_BMYBE2
26809,MW_BMYBOBO
26810,MW_BMYBUK
26811,MW_BMYCZ
26812,MW_BMYMOUN3
26813,MW_BMYPBOX
26814,MW_BMYRG
26815,MW_BMYRG2
26816,MW_BMYSWT
26817,MW_BMYUEGG
26818,MW_BMYVDK
26819,MW_BURGSHOT
26820,MW_CABDRIVER
26821,MW_CABDRIVER2
26822,MW_COP
26823,MW_DICKHEAD1
26824,MW_DICKHEAD2
26825,MW_DICKHEAD3
26826,MW_DJ
26827,MW_FBI
26828,MW_FIREMAN
26829,MW_HFYBE3
26830,MW_HFYPIRI
26831,MW_HFYSPRO
26832,MW_HMOTOUR
26833,MW_HMYBE2
26834,MW_HMYMOUN
26835,MW_HMYPLT
26836,MW_MARSHAL
26837,MW_MECH
26838,MW_MEDIC
26839,MW_MLG1
26840,MW_MLG2
26841,MW_MLG3
26842,MW_MLLMYAP
26843,MW_MZTN1
26844,MW_MZTN2
26845,MW_MZTN3
26846,MW_OFMOTR1
26847,MW_OFYBE
26848,MW_OFYHG
26849,MW_OMMBU
26850,MW_OMOHA
26851,MW_OMYBE
26852,MW_PIMP
26853,MW_PREACHER
26854,MW_PUNK1
26855,MW_PUNK2
26856,MW_PUNK3
26857,MW_SOMYRG
26858,MW_SWAT
26859,MW_VHMYPP
26860,MW_WFOYA
26861,MW_WFYBE2
26862,MW_WFYBPRO
26863,MW_WFYBUW
26864,MW_WFYBUW2
26865,MW_WFYBUW3
26866,MW_WFYCLA
26867,MW_WFYCPRO
26868,MW_WFYFRAT
26869,MW_WFYFRAT2
26870,MW_WFYFWD
26871,MW_WFYMYO2
26872,MW_WFYPIRI
26873,MW_WFYRIW
26874,MW_WFYRIWB
26875,MW_WFYRO3
26876,MW_WFYSGW
26877,MW_WFYSX
26878,MW_WFYZPRO
26879,MW_WGYRO
26880,MW_WMMBU
26881,MW_WMOAH
26882,MW_WMOBU
26883,MW_WMOCH
26884,MW_WMOPS
26885,MW_WMOZA
26886,MW_WMYBE2
26887,MW_WMYBUK
26888,MW_WMYBWC
26889,MW_WMYCA
26890,MW_WMYDRUG
26891,MW_WMYFJG
26892,MW_WMYHCA
26893,MW_WMYHPJ
26894,MW_WMYJG2
26895,MW_WMYJOCK
26896,MW_WMYLET
26897,MW_WMYLFF
26898,MW_WMYMOUN2
26899,MW_WMYPG
26900,MW_WMYPS
26901,MW_WMYRG1
26902,MW_WMYSP
26903,MW_WORK1
26904,MW_WORK10
26905,MW_WORK2
26906,MW_WORK3
26907,MW_WORK4
26908,MW_WORK5
26909,MW_WORK6
26910,MW_WORK7
26911,MW_WORK8
26912,MW_WORK9
27168,MWNEWS
26954,mwpdh1
26930,mwpdm1
0,null
193,NURGRL3
53,OFORI
54,OFOST
55,OFYRI
56,OFYST
293,OGLOC
210,OMOBOAT
49,OMOKUNG
209,OMONOOD
57,OMORI
58,OMOST
203,OMYKARA
59,OMYRI
60,OMYST
291,PAUL
26921,psycho
290,ROSE
86,RYDER3
27323,SA_BALLAS10
26940,sa_ballas4
26941,sa_ballas5
26942,sa_ballas6
26943,sa_ballas7
26944,sa_ballas8
26945,sa_ballas9
27383,SA_BDUP
27384,SA_BETTINA
27385,SA_BMYDJB
27386,SA_BOGMAN
27387,SA_BURGER
27388,SA_CDEPUT
27389,SA_CSMECH
27390,SA_DANCEA
27391,SA_DANCEB
27392,SA_DRUG1
26913,SA_FAM4
26914,SA_FAM5
26915,SA_FAM6
26922,SA_FAM7
26923,SA_FAM8
26924,SA_FAM9
27393,SA_FARLIE
27394,SA_HELPER1
27395,SA_HELPER2
27396,SA_HO
27397,SA_JOSE
27398,SA_LAPDM1B
27399,SA_LILBILL
27400,SA_MAFGOON1
27401,SA_MAFGOON2
27402,SA_MARIA
27403,SA_MEDIATR
27404,SA_OGLOCBURGER
27405,SA_PENDELBURY
27406,SA_PLAS1
27407,SA_POOLGUY
27408,SA_PRO1
27409,SA_PSYCHO
27410,SA_SALVATORE
27411,SA_SBMYTR4
27412,SA_SILVERMAN
27413,SA_SINDACCOGOON
27414,SA_SLUT
27415,SA_SMOKEV2
27416,SA_SUIT2
27324,SA_TRIADC
27325,SA_TRIADELDER
27326,SA_VLA4
27327,SA_VLA5
27328,SA_VLA6
27417,SA_WMYBP2
27418,SA_WMYCD2
27169,SANEWS
215,SBFORI
218,SBFOST
238,SBFYPRO
219,SBFYRI
69,SBFYST
256,SBFYSTR
220,SBMOCD
221,SBMORI
222,SBMOST
134,SBMOTR2
143,SBMYCR
185,SBMYRI
142,SBMYST
136,SBMYTR3
276,sfemt1
279,sffd1
281,sfpd1
26955,sfpdh1
26932,sfpdm1
301,sfpdna
173,SFR1
174,SFR2
175,SFR3
243,SFYPRO
237,SHFYPRO
223,SHMYCR
119,SINDACO
149,SMOKEV
241,SMYST
242,SMYST2
224,SOFORI
225,SOFOST
141,SOFYBU
169,SOFYRI
226,SOFYST
227,SOMOBU
228,SOMORI
229,SOMOST
187,SOMYBU
186,SOMYRI
170,SOMYST
208,SUZIE
285,swat
75,SWFOPRO
231,SWFORI
232,SWFOST
216,SWFYRI
233,SWFYST
257,SWFYSTR
234,SWMOCD
235,SWMORI
236,SWMOST
77,SWMOTR1
135,SWMOTR2
137,SWMOTR3
239,SWMOTR4
230,SWMOTR5
250,SWMYCR
72,SWMYHP1
73,SWMYHP2
240,SWMYRI
188,SWMYST
273,TBONE
295,TORINO
117,TRIADA
118,TRIADB
120,TRIBOSS
1,TRUTH
26916,ug_bdg_wmybd1
26917,ug_bdg_wmybd2
26918,ug_bdg_wmybd3
26958,ug_bp_bfybp
26959,ug_bp_bmybp1
26960,ug_bp_bmybp2
26961,ug_bp_wfybp
26962,ug_bp_wmybp2
26963,ug_bp_wmybp3
